#tm, #states, #transitions, steps, time(s), memory(MB)
4, 256, 65536, 3290, 16.467616951, 28.82232666015625
4, 256, 65536, 3300, 16.51779704, 38.32427978515625
4, 256, 65536, 3310, 16.568182457, 8.934013366699219
4, 256, 65536, 3320, 16.618352489, 18.43596649169922
4, 256, 65536, 3330, 16.668045703, 27.93401336669922
4, 256, 65536, 3340, 16.718368216, 36.93401336669922
4, 256, 65536, 3350, 16.768732623, 7.204414367675781
4, 256, 65536, 3360, 16.81910135, 16.70246124267578
4, 256, 65536, 3370, 16.868609259, 26.20441436767578
4, 256, 65536, 3380, 16.91831599, 35.70246124267578
4, 256, 65536, 3390, 16.968641139, 6.299003601074219
4, 256, 65536, 3400, 17.01861946, 15.797050476074219
4, 256, 65536, 3410, 17.068168136, 25.29900360107422
4, 256, 65536, 3420, 17.117919468, 34.79705047607422
4, 256, 65536, 3430, 17.168374325, 4.9033355712890625
4, 256, 65536, 3440, 17.218300648, 14.405288696289062
4, 256, 65536, 3450, 17.268374179, 23.903335571289062
4, 256, 65536, 3460, 17.318267476, 33.40528869628906
4, 256, 65536, 3470, 17.368229267, 3.6960220336914062
4, 256, 65536, 3480, 17.41739562, 13.197975158691406
4, 256, 65536, 3490, 17.4659065, 22.696022033691406
4, 256, 65536, 3500, 17.515397889, 32.197975158691406
4, 256, 65536, 3510, 17.565844548, 2.7635726928710938
4, 256, 65536, 3520, 17.615704898, 11.763572692871094
4, 256, 65536, 3530, 17.664637012, 21.265525817871094
4, 256, 65536, 3540, 17.714184842, 30.763572692871094
4, 256, 65536, 3550, 17.763797886, 40.265525817871094
4, 256, 65536, 3560, 17.81504798, 10.8753662109375
4, 256, 65536, 3570, 17.864600806, 20.3773193359375
4, 256, 65536, 3580, 17.914396571, 29.8753662109375
4, 256, 65536, 3590, 17.963538342, 39.3773193359375
4, 256, 65536, 3600, 18.013642592, 9.644554138183594
4, 256, 65536, 3610, 18.062282304, 18.644554138183594
4, 256, 65536, 3620, 18.111238895, 28.146507263183594
4, 256, 65536, 3630, 18.160891386, 37.644554138183594
4, 256, 65536, 3640, 18.210994406, 8.232940673828125
4, 256, 65536, 3650, 18.260619019, 17.730987548828125
4, 256, 65536, 3660, 18.310121116, 27.232940673828125
4, 256, 65536, 3670, 18.35976878, 36.730987548828125
4, 256, 65536, 3680, 18.410768737, 7.3360443115234375
4, 256, 65536, 3690, 18.460412456, 16.834091186523438
4, 256, 65536, 3700, 18.509847537, 25.834091186523438
4, 256, 65536, 3710, 18.558435373, 35.33604431152344
4, 256, 65536, 3720, 18.609008494, 5.947975158691406
4, 256, 65536, 3730, 18.657513321, 15.449928283691406
4, 256, 65536, 3740, 18.707155693, 24.947975158691406
4, 256, 65536, 3750, 18.756254342, 34.449928283691406
4, 256, 65536, 3760, 18.806982723, 4.721199035644531
4, 256, 65536, 3770, 18.855495375, 14.223152160644531
4, 256, 65536, 3780, 18.904281895, 23.72119903564453
4, 256, 65536, 3790, 18.952849144, 32.72119903564453
4, 256, 65536, 3800, 19.003014993, 3.2985610961914062
4, 256, 65536, 3810, 19.051567615, 12.796607971191406
4, 256, 65536, 3820, 19.100339341, 22.298561096191406
4, 256, 65536, 3830, 19.14886241, 31.796607971191406
4, 256, 65536, 3840, 19.199037983, 2.4149551391601562
4, 256, 65536, 3850, 19.248041197, 11.913002014160156
4, 256, 65536, 3860, 19.297877837, 21.414955139160156
4, 256, 65536, 3870, 19.347092342, 30.913002014160156
4, 256, 65536, 3880, 19.396036007, 39.913002014160156
4, 256, 65536, 3890, 19.44568249, 10.167427062988281
4, 256, 65536, 3900, 19.494635433, 19.66547393798828
4, 256, 65536, 3910, 19.543183629, 29.16742706298828
4, 256, 65536, 3920, 19.592205333, 38.66547393798828
4, 256, 65536, 3930, 19.642322018, 9.273048400878906
4, 256, 65536, 3940, 19.691980622, 18.771095275878906
4, 256, 65536, 3950, 19.740781123, 28.273048400878906
4, 256, 65536, 3960, 19.790232829, 37.771095275878906
4, 256, 65536, 3970, 19.840014006, 7.877754211425781
4, 256, 65536, 3980, 19.888489256, 17.37970733642578
4, 256, 65536, 3990, 19.937510428, 26.87775421142578
4, 256, 65536, 4000, 19.986347665, 36.37970733642578
4, 256, 65536, 4010, 20.036684627, 6.956520080566406
4, 256, 65536, 4020, 20.085184959, 16.458473205566406
4, 256, 65536, 4030, 20.133937853, 25.956520080566406
4, 256, 65536, 4040, 20.182687356, 35.458473205566406
4, 256, 65536, 4050, 20.232980681, 5.745918273925781
4, 256, 65536, 4060, 20.282289363, 14.745918273925781
4, 256, 65536, 4070, 20.331260157, 24.24787139892578
4, 256, 65536, 4080, 20.380078213, 33.74591827392578
4, 256, 65536, 4090, 20.429829693, 4.342353820800781
4, 256, 65536, 4100, 20.478488256, 13.840400695800781
4, 256, 65536, 4110, 20.527726012, 23.34235382080078
4, 256, 65536, 4120, 20.576294258, 32.84040069580078
4, 256, 65536, 4130, 20.627011744, 3.4301528930664062
4, 256, 65536, 4140, 20.675564636, 12.928199768066406
4, 256, 65536, 4150, 20.724609086, 21.928199768066406
4, 256, 65536, 4160, 20.773481466, 31.430152893066406
4, 256, 65536, 4170, 20.823002323, 40.928199768066406
4, 256, 65536, 4180, 20.872596757, 11.241462707519531
4, 256, 65536, 4190, 20.92154946, 20.73950958251953
4, 256, 65536, 4200, 20.970055773, 30.24146270751953
4, 256, 65536, 4210, 21.01908611, 39.73950958251953
4, 256, 65536, 4220, 21.06890392, 10.308868408203125
4, 256, 65536, 4230, 21.117879095, 19.806915283203125
4, 256, 65536, 4240, 21.167480247, 28.806915283203125
4, 256, 65536, 4250, 21.21650692, 38.308868408203125
4, 256, 65536, 4260, 21.266843693, 8.904182434082031
4, 256, 65536, 4270, 21.316327393, 18.40613555908203
4, 256, 65536, 4280, 21.364888738, 27.90418243408203
4, 256, 65536, 4290, 21.414025961, 37.40613555908203
4, 256, 65536, 4300, 21.463389445, 7.686058044433594
4, 256, 65536, 4310, 21.512679335, 17.188011169433594
4, 256, 65536, 4320, 21.561561838, 26.686058044433594
4, 256, 65536, 4330, 21.611003214, 35.686058044433594
4, 256, 65536, 4340, 21.660524346, 6.266944885253906
4, 256, 65536, 4350, 21.710003002, 15.764991760253906
4, 256, 65536, 4360, 21.759056741, 25.266944885253906
4, 256, 65536, 4370, 21.808858474, 34.764991760253906
4, 256, 65536, 4380, 21.858729199, 5.377708435058594
4, 256, 65536, 4390, 21.908112989, 14.875755310058594
4, 256, 65536, 4400, 21.956683215, 24.377708435058594
4, 256, 65536, 4410, 22.005700141, 33.875755310058594
4, 256, 65536, 4420, 22.055610696, 3.9896163940429688
4, 256, 65536, 4430, 22.104364465, 13.491569519042969
4, 256, 65536, 4440, 22.153163205, 22.98961639404297
4, 256, 65536, 4450, 22.20182579, 32.49156951904297
4, 256, 65536, 4460, 22.251778494, 2.7627029418945312
4, 256, 65536, 4470, 22.301074786, 12.264656066894531
4, 256, 65536, 4480, 22.350520632, 21.76270294189453
4, 256, 65536, 4490, 22.39928753, 31.26465606689453
4, 256, 65536, 4500, 22.448481544, 40.76270294189453
4, 256, 65536, 4510, 22.497982539, 10.838111877441406
4, 256, 65536, 4520, 22.547173646, 20.340065002441406
4, 256, 65536, 4530, 22.595751074, 29.838111877441406
4, 256, 65536, 4540, 22.645175289, 39.340065002441406
4, 256, 65536, 4550, 22.695699935, 9.955192565917969
4, 256, 65536, 4560, 22.745103713, 19.45714569091797
4, 256, 65536, 4570, 22.795607378, 28.95519256591797
4, 256, 65536, 4580, 22.845457383, 38.45714569091797
4, 256, 65536, 4590, 22.895656334, 8.731704711914062
